lat,long,surface,pop,municipality,prov
451030,101844,944,1298,Isola Dovarese,CR
452120,94514,625,1414,Izano,CR
452036,94338,1077,2350,Madignano,CR
4586,1070,1084,1020,Malagnino,CR
45043,102251,1473,1091,Martignana di Po,CR
452229,93426,235,1637,Monte Cremasco,CR
451717,94235,1182,2168,Montodine,CR
451743,94055,794,732,Moscazzano,CR
45315,101533,1666,980,Motta Baluffi,CR
45230,94431,1252,5158,Offanengo,CR
451412,10115,917,919,Olmeneta,CR
451324,10153,1941,3063,Ostiano,CR
451424,95539,2394,1598,Paderno Ponchielli,CR
452340,93537,889,2754,Palazzo Pignano,CR
452419,9339,2224,7045,Pandino,CR
45117,10617,2047,2414,Persico Dosimo,CR
451141,101117,1662,1437,Pescarolo ed Uniti,CR
45115,101453,2210,825,Pessina Cremonese,CR
45751,10225,1983,3623,Piadena,CR
45242,94142,587,1941,Pianengo,CR
452537,93640,275,859,Pieranica,CR
45524,10726,1940,1134,Pieve d'Olmi,CR
45740,101113,1492,1385,Pieve San Giacomo,CR
451119,94656,3206,6962,Pizzighettone,CR
45126,10246,2038,1160,Pozzaglio ed Uniti,CR
452517,93712,284,557,Quintano,CR
452427,94335,1256,820,Ricengo,CR
451812,94339,691,940,Ripalta Arpina,CR
45204,94138,1180,2917,Ripalta Cremasca,CR
451828,94216,303,372,Ripalta Guerina,CR
45148,102817,2729,1918,Rivarolo del Re ed Uniti,CR
452819,93048,2992,7056,Rivolta d'Adda,CR
451539,10438,1807,2267,Robecco d'Oglio,CR
452243,9479,1488,2231,Romanengo,CR
452121,94651,737,864,Salvirola,CR
451446,94833,1388,2104,San Bassano,CR
4546,101027,2268,1584,San Daniele Po,CR
45445,102227,1614,1523,San Giovanni in Croce,CR
45420,101854,1036,492,San Martino del Lago,CR
45319,10186,1708,1578,Scandolara Ravara,CR
451320,10924,572,687,Scandolara Ripa d'Oglio,CR
452543,94219,1249,2719,Sergnano,CR
451042,95452,2646,2562,Sesto ed Uniti,CR
45457,102128,1145,966,Solarolo Rainerio,CR
45242,95229,4532,7215,Soncino,CR
451722,95120,2851,8964,Soresina,CR
45623,10929,1907,3212,Sospiro,CR
4597,95546,1722,1301,Spinadesco,CR
45342,103054,1033,639,Spineda,CR
45245,92933,1987,5289,Spino d'Adda,CR
45425,10521,3996,1442,Stagno Lombardo,CR
452214,94941,806,406,Ticengo,CR
452510,93549,569,270,Torlino Vimercati,CR
45619,102551,1027,504,Tornata,CR
45841,101716,1708,1960,Torre de' Picenardi,CR
45112,101725,2432,738,Torricella del Pizzo,CR
452413,93726,593,2117,Trescore Cremasco,CR
451952,94847,1620,1712,Trigolo,CR
452217,93523,625,3315,Vaiano Cremasco,CR
452739,93613,977,3489,Vailate,CR
451037,10956,1742,3437,Vescovato,CR
451244,10189,795,691,Volongo,CR
45642,10205,1231,485,Voltido,CR
45947,102553,2827,2959,Acquanegra sul Chiese,MN
451317,102447,7357,8772,Asola,MN
45539,105253,4932,5254,Bagnolo San Vito,MN
451048,105349,2696,1712,Bigarello,MN
4536,10453,3893,3115,Borgoforte,MN
4536,111227,1498,1009,Borgofranco sul Po,MN
45615,10293,1884,4323,Bozzolo,MN
4593,102243,2591,4566,Canneto sull'Oglio,MN
45221,111338,1516,1351,Carbonara di Po,MN
451540,102419,1387,1690,Casalmoro,MN
451520,102842,1684,1925,Casaloldo,MN
45123,102210,1191,1276,Casalromano,MN
451255,105330,2233,2542,Castelbelforte,MN
451126,105832,2239,3929,Castel d'Ario,MN
451758,102834,4224,8476,Castel Goffredo,MN
4591,103847,4647,5047,Castellucchio,MN
452325,102917,4209,16647,Castiglione delle Stiviere,MN
45219,10366,3675,3484,Cavriana,MN
451558,10349,3777,2434,Ceresara,MN
45211,103245,1161,1160,Commessaggio,MN
4586,104318,6747,10410,Curtatone,MN
445714,103832,2597,3160,Dosolo,MN
44595,11217,2254,1810,Felonica,MN
45123,103449,1292,2437,Gazoldo degli Ippoliti,MN
45411,103458,2233,2586,Gazzuolo,MN
451523,104027,7882,9189,Goito,MN
445721,104919,4980,7501,Gonzaga,MN
45193,103455,2245,4933,Guidizzolo,MN
45027,11115,2823,1900,Magnacavallo,MN
45927,104732,6397,53065,Mantova,MN
45713,10323,8968,7187,Marcaria,MN
451139,102914,881,605,Mariana Mantovana,MN
451319,104522,4215,7076,Marmirolo,MN
451935,103037,2585,3222,Medole,MN
44561,105446,3155,5430,Moglia,MN
452318,104134,2995,3967,Monzambano,MN
45215,104544,2459,1812,Motteggiana,MN
4541,1180,3971,7316,Ostiglia,MN
445946,105131,4669,6489,Pegognaga,MN
4528,11625,1263,823,Pieve di Coriano,MN
451346,10323,1640,1640,Piubega,MN
445849,11720,4235,6093,Poggio Rusco,MN
445543,103529,1229,1457,Pomponesco,MN
452449,104117,1176,1736,Ponti sul Mincio,MN
451126,104729,3744,12204,Porto Mantovano,MN
45220,11243,1430,1301,Quingentole,MN
45034,105852,4544,5982,Quistello,MN
45109,103050,1912,1424,Redondesco,MN
45329,11744,1420,2678,Revere,MN
45418,10262,2545,2792,Rivarolo Mantovano,MN
45122,103731,4163,4883,Rodigo,MN
4588,105716,6336,6800,Roncoferraro,MN
45162,104612,6316,7377,Roverbella,MN
445954,102931,3741,4460,Sabbioneta,MN
45233,105546,6960,7696,San Benedetto Po,MN
445821,1121,1628,1858,San Giacomo delle Segnate,MN
45914,105239,2450,5704,San Giorgio di Mantova,MN
44587,11450,1525,1224,San Giovanni del Dosso,MN
45555,10316,1703,1971,San Martino dall'Argine,MN
445952,11419,1317,1316,Schivenoglia,MN
45022,111757,5687,7008,Sermide,MN
45422,11550,2633,1755,Serravalle a Po,MN
452211,10340,1307,2109,Solferino,MN
45414,11118,2629,2391,Sustinente,MN
445928,104441,6080,17690,Suzzara,MN
445538,103118,10216,15984,Viadana,MN
445957,11648,1429,2132,Villa Poma,MN
45848,11152,1499,2202,Villimpenta,MN
45711,10479,3127,9307,Virgilio,MN
451918,103936,5031,5867,Volta Mantovana,MN
45544,9205,1709,3000,Abbadia Lariana,LC
454522,92531,431,2581,Airuno,LC
454820,91956,583,1807,Annone di Brianza,LC
455339,92526,1497,2473,Ballabio,LC
454525,91856,359,2241,Barzago,LC
45446,91852,358,4548,Barzano',LC
455655,9284,2135,1310,Barzio,LC
46240,91813,1131,3326,Bellano,LC
454814,91725,660,2839,Bosisio Parini,LC
454432,92651,792,3831,Brivio,LC
454517,91722,310,2610,Bulciago,LC
454341,92514,461,3660,Calco,LC
454813,9260,901,14420,Calolziocorte,LC
454813,92741,786,1298,Carenno,LC
46228,92316,2026,867,Casargo,LC
454151,91843,1266,10725,Casatenovo,LC
454424,91741,355,3870,Cassago Brianza,LC
45563,92847,264,437,Cassina Valsassina,LC
454535,92047,363,1930,Castello di Brianza,LC
454138,92358,378,3331,Cernusco Lombardone,LC
45499,9182,342,2205,Cesana Brianza,LC
454942,92037,906,3664,Civate,LC
46814,92218,3530,5934,Colico,LC
454552,92150,844,1221,Colle Brianza,LC
46011,92310,1157,1217,Cortenova,LC
45465,91654,562,4331,Costa Masnaga,LC
46130,92245,905,256,Crandola Valsassina,LC
454427,91816,185,1352,Cremella,LC
455613,92824,1319,879,Cremeno,LC
46442,91822,1170,2782,Dervio,LC
454618,92039,223,1898,Dolzago,LC
46611,91913,1268,349,Dorio,LC
454718,92155,241,901,Ello,LC
454914,9275,621,693,Erve,LC
455952,9206,1866,829,Esino Lario,LC
45496,92226,1614,8261,Galbiate,LC
454629,9188,345,2023,Garbagnate Monastero,LC
454823,9248,214,2453,Garlate,LC
454228,92646,314,1756,Imbersago,LC
455821,92712,2561,1383,Introbio,LC
46456,92033,381,148,Introzzo,LC
455111,92338,4593,45872,Lecco,LC
455742,91813,1131,1668,Lierna,LC
454019,92228,392,3878,Lomagna,LC
455113,92230,199,4137,Malgrate,LC
455453,91911,4177,10296,Mandello del Lario,LC
46159,92246,372,354,Margno,LC
45422,92458,1107,14091,Merate,LC
454233,9209,1146,6733,Missaglia,LC
45563,92910,1341,431,Moggio,LC
454653,91831,319,2769,Molteno,LC
454613,92715,305,1496,Monte Marenzo,LC
454226,92242,592,2234,Montevecchia,LC
454236,91851,465,4217,Monticello Brianza,LC
455233,92857,1347,31,Morterone,LC
454515,91549,358,3134,Nibionno,LC
454730,92049,790,7334,Oggiono,LC
454347,92414,725,5430,Olgiate Molgora,LC
45484,92447,789,6635,Olginate,LC
455557,91658,1608,1011,Oliveto Lario,LC
454045,92332,442,3755,Osnago,LC
454055,92646,358,2643,Paderno d'Adda,LC
46340,9244,896,492,Pagnona,LC
46111,92040,298,133,Parlasco,LC
45578,92639,2214,1498,Pasturo,LC
454416,92138,431,1467,Perego,LC
46053,91745,1253,820,Perledo,LC
455035,92349,209,1797,Pescate,LC
46312,92529,3372,2166,Premana,LC
455917,92546,2282,1695,Primaluna,LC
454131,92630,467,4574,Robbiate,LC
454658,91633,484,2412,Rogeno,LC
454424,9228,460,2187,Rovagnate,LC
454440,92227,283,1759,Santa Maria Hoe',LC
454625,91918,324,2170,Sirone,LC
454414,91957,431,2379,Sirtori,LC
46517,91956,422,184,Sueglio,LC
454915,91836,260,1476,Suello,LC
46132,92153,367,395,Taceno,LC
454636,92852,915,1700,Torre de' Busi,LC
46441,9221,888,304,Tremenico,LC
454614,92443,628,2714,Valgreghentino,LC
455057,92132,1256,10645,Valmadrera,LC
46043,9175,1122,823,Varenna,LC
46210,91944,1167,320,Vendrogno,LC
454851,92529,212,2805,Vercurago,LC
453951,9266,390,1745,Verderio Inferiore,LC
454013,92625,264,1660,Verderio Superiore,LC
4656,91927,272,268,Vestreno,LC
454333,91926,161,1572,Vigano',LC
451848,93544,611,284,Abbadia Cerreto,LO
451412,94012,2022,1116,Bertonico,LO
452135,92940,834,931,Boffalora d'Adda,LO
451255,9300,2355,3440,Borghetto Lodigiano,LO
451650,9260,764,1245,Borgo San Giovanni,LO
451258,93417,1686,2298,Brembio,LO
451228,94341,1285,513,Camairago,LO
451743,92142,992,1668,Casaletto Lodigiano,LO
452119,92220,474,1683,Casalmaiocco,LO
451058,93857,2560,14005,Casalpusterlengo,LO
45611,94738,2595,1824,Caselle Landi,LO
451653,92125,757,1451,Caselle Lurani,LO
45648,9521,2041,1753,Castelnuovo Bocca d'Adda,LO
451320,94136,1311,4524,Castiglione d'Adda,LO
451533,92421,525,1355,Castiraga Vidardo,LO
451132,94440,707,738,Cavacurta,LO
45179,9367,1615,1861,Cavenago d'Adda,LO
452227,92529,411,1115,Cervignano d'Adda,LO
45944,94220,2086,14136,Codogno,LO
452634,92754,1268,1173,Comazzo,LO
451717,92918,565,1797,Cornegliano Laudense,LO
4584,94532,986,1249,Corno Giovine,LO
45820,94758,650,231,Cornovecchio,LO
451841,93352,1562,1190,Corte Palasio,LO
452126,93433,704,1447,Crespiatica,LO
45819,9414,745,1632,Fombio,LO
452137,92654,598,387,Galgagnano,LO
451240,92717,1075,2553,Graffignana,LO
45641,94052,1030,2492,Guardamiglio,LO
451141,93253,1216,2449,Livraga,LO
451859,93015,4142,42250,Lodi,LO
451818,92444,1602,6141,Lodi Vecchio,LO
45853,95118,570,79,Maccastorna,LO
451516,93449,1138,979,Mairago,LO
451012,94558,2003,3375,Maleo,LO
451519,92231,424,932,Marudo,LO
451555,92918,854,2872,Massalengo,LO
45716,95012,737,477,Meleti,LO
45268,92549,1089,912,Merlino,LO
45200,92728,964,1569,Montanaso Lombardo,LO
452235,92358,1554,3536,Mulazzano,LO
45935,93316,991,1823,Orio Litta,LO
45107,9354,844,1428,Ospedaletto Lodigiano,LO
451443,93217,1172,1067,Ossago Lodigiano,LO
451557,92729,1209,871,Pieve Fissiraga,LO
451755,9236,430,1706,Salerano sul Lambro,LO
45820,94321,895,1619,San Fiorano,LO
451625,93146,1311,2885,San Martino in Strada,LO
4550,94138,3059,3100,San Rocco al Porto,LO
451428,92430,2005,11277,Sant'Angelo Lodigiano,LO
45719,94411,1042,1754,Santo Stefano Lodigiano,LO
45140,93533,669,1597,Secugnago,LO
45858,93533,2685,1914,Senna Lodigiana,LO
45854,93820,2092,2979,Somaglia,LO
452034,92214,282,1911,Sordio,LO
451951,92418,1623,4428,Tavazzano con Villavesco,LO
45133,93947,1124,670,Terranova dei Passerini,LO
45156,93730,1615,1291,Turano Lodigiano,LO
451533,91955,821,931,Valera Fratta,LO
451416,92847,1382,1054,Villanova del Sillaro,LO
452447,92553,1871,4058,Zelo Buon Persico,LO
462214,112118,6319,1590,Aldino,BZ
463113,11142,490,758,Andriano,BZ
461642,11226,1105,395,Anterivo,BZ
462718,111539,5969,10914,Appiano sulla Strada del Vino,BZ
463852,111337,2737,623,Avelengo,BZ
463644,11545,8294,2722,Badia,BZ
463613,113119,2443,1444,Barbiano,BZ
462956,112115,5234,98158,Bolzano,BZ
464314,12748,8926,613,Braies,BZ
465625,112643,11430,2242,Brennero,BZ
46432,113919,8486,16992,Bressanone,BZ
462423,111916,745,1973,Bronzolo,BZ
464752,115628,4507,12624,Brunico,BZ
464145,111032,166,304,Caines,BZ
462451,111439,4796,6337,Caldaro sulla Strada del Vino,BZ
465224,112914,9529,2383,Campo di Trens,BZ
465514,115714,16447,4436,Campo Tures,BZ
463748,10544,5386,2317,Castelbello-Ciardes,BZ
46348,113337,11781,5600,Castelrotto,BZ
463759,11845,663,1118,Cermes,BZ
464841,115025,3384,2476,Chienes,BZ
463822,113354,5137,4284,Chiusa,BZ
462928,112434,4039,2764,Cornedo all'Isarco,BZ
461853,111328,2938,1812,Cortaccia sulla Strada del Vino,BZ
46169,111324,199,552,Cortina sulla Strada del Vino,BZ
463253,115238,4213,1236,Corvara in Badia,BZ
464839,103232,21037,2331,Curon Venosta,BZ
464412,121328,12633,3122,Dobbiaco,BZ
461850,111623,2367,4013,Egna,BZ
464852,115259,3324,2049,Falzes,BZ
46312,113010,4438,2649,Fie' allo Sciliar,BZ
464728,113637,6174,915,Fortezza,BZ
463837,114049,8106,2309,Funes,BZ
465010,115656,6034,2537,Gais,BZ
463514,111211,490,1140,Gargazzone,BZ
464017,103311,1298,795,Glorenza,BZ
46378,105143,7882,4320,Laces,BZ
464115,11743,2361,3841,Lagundo,BZ
463636,113358,3729,1945,Laion,BZ
462546,112028,2425,13707,Laives,BZ
463645,11920,3608,8631,Lana,BZ
46375,10423,11011,3514,Lasa,BZ
462725,11341,1420,346,Lauregno,BZ
464454,114539,7424,1373,Luson,BZ
461720,111237,1386,1002,Magre' sulla Strada del Vino,BZ
464132,103228,24711,4608,Malles Venosta,BZ
464156,115554,16134,2574,Marebbe,BZ
463917,11824,1280,2041,Marlengo,BZ
46344,10477,14382,845,Martello,BZ
463514,111520,3690,1214,Meltina,BZ
464016,111025,2631,33504,Merano,BZ
464531,12615,4656,2402,Monguelfo,BZ
461955,111815,1891,1390,Montagna,BZ
464953,11103,19458,2171,Moso in Passiria,BZ
463225,111212,1234,1413,Nalles,BZ
46396,11011,6704,4535,Naturno,BZ
464617,113954,1584,2051,Naz-Sciaves,BZ
462554,113224,5084,1712,Nova Levante,BZ
462456,112536,11202,3231,Nova Ponente,BZ
462050,111810,1182,2637,Ora,BZ
463433,114022,2425,4222,Ortisei,BZ
46419,11423,5540,2911,Parcines,BZ
464732,115945,3028,1172,Perca,BZ
463918,11236,487,380,Plaus,BZ
463553,11321,233,210,Ponte Gardena,BZ
463644,111142,672,1268,Postal,BZ
46376,103538,5136,3027,Prato allo Stelvio,BZ
47226,12614,8649,663,Predoi,BZ
462838,11116,1853,298,Proves,BZ
465258,112246,20350,3594,Racines,BZ
464647,1235,12092,2506,Rasun Anterselva,BZ
463216,112752,11148,6101,Renon,BZ
464227,111044,3575,1048,Rifiano,BZ
464752,113959,8410,2410,Rio di Pusteria,BZ
464650,114125,2954,1031,Rodengo,BZ
461422,111251,3320,2548,Salorno,BZ
46443,121657,8010,3073,San Candido,BZ
463211,111954,6887,2353,San Genesio Atesino,BZ
464844,111451,8832,3330,San Leonardo in Passiria,BZ
46476,11545,5150,3085,San Lorenzo di Sebato,BZ
46411,115354,7634,1495,San Martino in Badia,BZ
464710,111338,3049,2700,San Martino in Passiria,BZ
463516,11513,6298,1620,San Pancrazio,BZ
463329,114257,3183,1598,Santa Cristina Valgardena,BZ
463836,112119,30250,6324,Sarentino,BZ
464134,111117,4826,2527,Scena,BZ
465334,115145,10452,1440,Selva dei Molini,BZ
463322,114535,5327,2394,Selva di Val Gardena,BZ
464227,105430,21043,1379,Senales,BZ
464214,12217,8088,1829,Sesto,BZ
463744,104629,11520,5366,Silandro,BZ
463954,103510,2077,1718,Sluderno,BZ
463559,103255,14092,1323,Stelvio,BZ
464950,114627,4252,1433,Terento,BZ
463155,111456,1865,3117,Terlano,BZ
462042,111443,1942,2963,Termeno sulla Strada del Vino,BZ
463354,111012,3811,1721,Tesimo,BZ
46287,113142,4209,834,Tires,BZ
464131,11911,2559,2237,Tirolo,BZ
461921,11216,2070,946,Trodena,BZ
463847,102753,4593,952,Tubre,BZ
46337,11031,20852,2945,Ultimo,BZ
46250,111822,1351,707,Vadena,BZ
464541,12150,4895,2591,Valdaora,BZ
465410,112745,14200,2508,Val di Vizze,BZ
465949,115850,18728,5261,Valle Aurina,BZ
464610,121049,10895,2008,Valle di Casies,BZ
46495,114317,11053,2961,Vandoies,BZ
464426,113811,7011,3269,Varna,BZ
463619,111329,2212,795,Verano,BZ
464426,121015,1785,1229,Villabassa,BZ
463757,113229,4385,1748,Villandro,BZ
465356,112552,3318,5596,Vipiteno,BZ
464017,113558,2476,2302,Velturno,BZ
463925,115436,3903,1199,La Valle,BZ
462939,11752,2755,709,Senale-San Felice,BZ
454531,11020,11987,6672,Ala,TN
46839,111145,999,1400,Albiano,TN
455842,11531,898,2325,Aldeno,TN
462346,11836,1459,219,Amblar,TN
46959,11022,982,994,Andalo,TN
45559,10538,6325,12855,Arco,TN
454410,105632,6883,3752,Avio,TN
46757,111445,4084,3992,Baselga di Pine',TN
46958,11189,2746,1436,Bedollo,TN
455641,10382,980,304,Bersone,TN
455632,11645,2599,1531,Besenello,TN
455352,104310,1773,546,Bezzecca,TN
46454,113322,1169,422,Bieno,TN
46155,10511,2617,1008,Bleggio Inferiore,TN
46134,105013,3266,1494,Bleggio Superiore,TN
4676,104532,846,319,Bocenago,TN
4621,104417,1248,317,Bolbeno,TN
4602,104131,1068,612,Bondo,TN
454830,10336,1917,665,Bondone,TN
46316,112728,5228,5535,Borgo Valsugana,TN
46015,111325,466,597,Bosentino,TN
46038,10421,3512,548,Breguzzo,TN
454915,105732,6267,3254,Brentonico,TN
462443,10588,4098,311,Bresimo,TN
462559,11624,1896,747,Brez,TN
455345,103528,946,155,Brione,TN
46754,104528,1865,534,Caderzone,TN
462347,11228,330,346,Cagno',TN
46248,10590,1270,1177,Calavino,TN
46020,111427,337,1056,Calceranica al Lago,TN
462215,105635,2089,1028,Caldes,TN
455936,111549,2146,2452,Caldonazzo,TN
45568,11543,1016,957,Calliano,TN
462840,114433,2509,708,Campitello di Fassa,TN
461529,1127,2539,1390,Campodenno,TN
46923,11441,12554,1764,Canal San Bovo,TN
462840,114632,6720,1730,Canazei,TN
461550,112024,1306,527,Capriana,TN
461733,112625,1362,850,Carano,TN
461018,104545,2475,807,Carisolo,TN
46420,112941,171,450,Carzano,TN
455456,103612,1114,262,Castel Condino,TN
462727,1172,2570,632,Castelfondo,TN
461648,11269,5448,1971,Castello-Molina di Fiemme,TN
46354,11382,11249,1521,Castello Tesino,TN
46313,112940,1345,833,Castelnuovo,TN
461727,112737,4535,3553,Cavalese,TN
462437,11814,965,854,Cavareno,TN
461113,11158,998,442,Cavedago,TN
455945,105824,3832,2467,Cavedine,TN
46228,105733,335,199,Cavizzana,TN
461035,111316,1697,1647,Cembra,TN
455810,111357,1127,464,Centa San Nicolo',TN
455447,103649,1050,399,Cimego,TN
455847,11410,982,506,Cimone,TN
46322,11370,2580,451,Cinte Tesino,TN
46242,11013,551,308,Cis,TN
46525,11111,1552,2794,Civezzano,TN
46221,1123,3919,6239,Cles,TN
462518,11522,833,713,Cloz,TN
461927,105027,2250,906,Commezzadura,TN
455426,104347,3039,684,Concei,TN
455331,10363,3380,1420,Condino,TN
46213,11528,3268,1323,Coredo,TN
462048,105421,508,506,Croviana,TN
461713,11212,559,545,Cunevo,TN
46185,112657,953,615,Daiano,TN
462422,11533,509,432,Dambel,TN
455654,103718,15796,609,Daone,TN
46434,10436,115,188,Dare',TN
461630,1132,1042,1052,Denno,TN
461937,105230,2823,1054,Dimaro,TN
462328,1189,534,227,Don,TN
46427,105346,1224,439,Dorsino,TN
455816,105649,836,424,Drena,TN
455746,105441,2794,3071,Dro,TN
461138,11944,1064,538,Faedo,TN
461055,11420,1215,855,Fai della Paganella,TN
46111,111424,942,782,Faver,TN
46023,105032,2427,992,Fiave',TN
461038,114947,15,541,Fiera di Primiero,TN
46650,11198,1794,437,Fierozzo,TN
46180,11157,753,487,Flavon,TN
45553,111014,7162,3083,Folgaria,TN
462630,11819,3075,1339,Fondo,TN
4677,111225,724,981,Fornace,TN
46529,111757,1671,380,Frassilongo,TN
46011,11511,1307,403,Garniga,TN
46925,11910,2079,2288,Giovo,TN
46856,104615,4022,645,Giustino,TN
461356,111757,730,150,Grauno,TN
4615,11388,4641,2327,Grigno,TN
461320,111745,1078,412,Grumes,TN
4698,114755,2760,1131,Imer,TN
455314,11034,1414,2235,Isera,TN
46331,113155,614,279,Ivano-Fracena,TN
455820,103946,1074,165,Lardaro,TN
46131,10594,1613,1028,Lasino,TN
455633,111620,2631,1092,Lavarone,TN
46824,11649,1244,6657,Lavis,TN
46044,11184,6288,5683,Levico Terme,TN
46941,111122,716,456,Lisignago,TN
462426,1119,1524,830,Livo,TN
46134,105150,4152,1233,Lomaso,TN
46841,111319,1140,650,Lona-Lases,TN
455523,111931,824,386,Luserna,TN
462112,105452,2618,2049,Male',TN
462616,11844,675,356,Malosco,TN
46837,104626,2136,91,Massimeno,TN
462813,114339,2369,422,Mazzin,TN
46196,104810,2730,848,Mezzana,TN
46922,114826,4889,1571,Mezzano,TN
46131,11710,2542,4345,Mezzocorona,TN
461245,11530,1381,5375,Mezzolombardo,TN
462236,113926,8270,2567,Moena,TN
455217,104626,3949,1398,Molina di Ledro,TN
46837,105759,3518,1018,Molveno,TN
462014,105330,874,715,Monclassico,TN
4638,104514,1219,294,Montagne,TN
455111,105841,3454,8049,Mori,TN
455218,105237,2843,2236,Nago-Torbole,TN
461856,11256,431,571,Nanno,TN
46104,11635,492,932,Nave San Rocco,TN
455447,11124,364,1582,Nogaredo,TN
455551,11417,649,1126,Nomi,TN
46125,11225,797,795,Novaledo,TN
46242,113314,1679,757,Ospedaletto,TN
461831,104418,2521,709,Ossana,TN
46346,105926,359,569,Padergnone,TN
46749,112115,1672,221,Palu' del Fersina,TN
461713,113232,2025,604,Panchia',TN
455326,10570,1319,1012,Ronzo-Chienis,TN
462151,104024,16050,1824,Peio,TN
461842,104539,3996,826,Pellizzano,TN
46524,104326,2287,311,Pelugo,TN
46341,111435,5439,15009,Pergine Valsugana,TN
455624,103821,2086,1413,Pieve di Bono,TN
455325,10440,1900,519,Pieve di Ledro,TN
46412,113631,7385,795,Pieve Tesino,TN
46937,104550,6930,2974,Pinzolo,TN
455545,11234,926,2010,Pomarolo,TN
