lat,long,surface,pop,municipality,prov
401455,155330,3046,1307,Sarconi,PZ
402926,154040,4521,1115,Sasso di Castalda,PZ
403244,153815,3302,2424,Satriano di Lucania,PZ
403412,15337,3225,1351,Savoia di Lucania,PZ
40843,161724,9661,7316,Senise,PZ
401613,15583,3782,1852,Spinoso,PZ
40740,16920,1961,874,Teana,PZ
395844,161757,11230,1815,Terranova di Pollino,PZ
40350,154028,7059,5722,Tito,PZ
404152,16116,12775,3766,Tolve,PZ
401855,154724,3648,3244,Tramutola,PZ
40137,154643,3771,2508,Trecchina,PZ
403452,155924,2594,868,Trivigno,PZ
40401,155519,4298,2320,Vaglio Basilicata,PZ
405751,154910,16934,11905,Venosa,PZ
40361,153033,5201,3255,Vietri di Potenza,PZ
395827,16510,11983,3985,Viggianello,PZ
402029,15547,8903,3161,Viggiano,PZ
405552,15445,1321,783,Ginestra,PZ
402245,15440,3925,4170,Paterno,PZ
402941,16929,8927,2740,Accettura,MT
401853,161354,9632,1495,Aliano,MT
402427,164115,12311,12037,Bernalda,MT
403524,161137,4868,1049,Calciano,MT
402341,161020,1493,532,Cirigliano,MT
401121,162539,6591,1756,Colobraro,MT
402243,162628,7628,971,Craco,MT
402943,162720,21547,9427,Ferrandina,MT
403257,161337,3862,1270,Garaguso,MT
402340,16846,3423,1395,Gorgoglione,MT
40385,161646,4107,6065,Grassano,MT
40369,16234,11588,3006,Grottole,MT
404439,161440,26221,6558,Irsina,MT
403957,163632,38798,54919,Matera,MT
403413,16301,8893,2718,Miglionico,MT
401734,163350,13294,8688,Montalbano Jonico,MT
403328,163954,17674,10104,Montescaglioso,MT
4092,163234,5211,5922,Nova Siri,MT
40328,161112,3147,762,Oliveto Lucano,MT
402327,163327,23147,18311,Pisticci,MT
401247,164039,6729,14551,Policoro,MT
40310,163256,12873,5018,Pomarico,MT
401024,163134,7693,3712,Rotondella,MT
403144,16190,7711,3363,Salandra,MT
40658,162330,3894,1820,San Giorgio Lucano,MT
402913,161510,8689,3025,San Mauro Forte,MT
402418,161344,20996,6576,Stigliano,MT
403728,16836,17691,7017,Tricarico,MT
401459,162818,15693,6003,Tursi,MT
401011,162636,3197,1965,Valsinni,MT
401459,164159,7150,6210,Scanzano Jonico,MT
394325,16525,2257,1460,Acquaformosa,CS
392946,155720,1775,2133,Acquappesa,CS
392923,162259,19850,22223,Acri,CS
3977,16100,3857,3079,Aiello Calabro,CS
395548,154930,4797,1028,Aieta,CS
395526,162814,6371,2047,Albidona,CS
395736,162251,3930,1026,Alessandria del Carretto,CS
39752,161511,1070,805,Altilia,CS
394159,16755,6529,4569,Altomonte,CS
39811,16437,2863,11913,Amantea,CS
395711,163451,6421,3190,Amendolara,CS
391428,162027,12127,3031,Aprigliano,CS
39943,16440,2389,3125,Belmonte Calabro,CS
391031,161717,1144,901,Belsito,CS
393712,155147,3722,8914,Belvedere Marittimo,CS
39613,162437,3296,1629,Bianchi,CS
393052,161711,8528,10304,Bisignano,CS
39258,16450,9710,3026,Bocchigliero,CS
39359,15542,3371,3540,Bonifati,CS
394129,15533,3035,3033,Buonvicino,CS
393341,16488,2231,1525,Calopezzati,CS
393026,164541,2486,1621,Caloveto,CS
392437,164943,10376,3244,Campana,CS
40542,163017,2010,1053,Canna,CS
392951,165647,2795,9221,Cariati,CS
391514,16137,1543,3536,Carolei,CS
39853,161823,1433,522,Carpanzano,CS
391657,161957,367,2099,Casole Bruzio,CS
394712,161858,15442,18564,Cassano allo Ionio,CS
39219,16176,1384,2703,Castiglione Cosentino,CS
391828,161144,1144,10236,Castrolibero,CS
395933,162841,3908,631,Castroregio,CS
394846,161222,13018,23249,Castrovillari,CS
391847,162025,9899,3154,Celico,CS
39139,161949,589,551,Cellara,CS
395136,162258,8207,3106,Cerchiara di Calabria,CS
391641,161040,1514,3138,Cerisano,CS
393236,16745,1209,1076,Cervicati,CS
393037,1672,2188,2245,Cerzeto,CS
39318,155621,6568,10437,Cetraro,CS
394942,161851,2711,1291,Civita,CS
39526,16929,1857,1469,Cleto,CS
39713,162356,2437,1507,Colosimi,CS
393547,16318,19600,35615,Corigliano Calabro,CS
391753,161515,3724,86664,Cosenza,CS
39312,164334,3290,1548,Cropalati,CS
39341,164624,2141,8209,Crosia,CS
394045,154913,1179,4953,Diamante,CS
391416,16152,2319,3865,Dipignano,CS
391313,161221,2365,1006,Domanico,CS
393356,16317,2954,4690,Fagnano Castello,CS
391633,16529,1877,1434,Falconara Albanese,CS
391338,161947,413,1000,Figline Vegliaturo,CS
394324,161029,1153,2725,Firmo,CS
391414,1642,3055,3632,Fiumefreddo Bruzio,CS
39498,162313,3286,3258,Francavilla Marittima,CS
395011,161545,2876,2603,Frascineto,CS
39251,16156,6041,8261,Fuscaldo,CS
39840,16147,2439,2055,Grimaldi,CS
394331,15516,5060,2497,Grisolia,CS
39282,1601,1797,1630,Guardia Piemontese,CS
39104,1690,4977,3401,Lago,CS
395718,155829,5672,2439,Laino Borgo,CS
395653,155827,3934,971,Laino Castello,CS
391922,161832,1220,929,Lappano,CS
392759,16823,4296,4160,Lattarico,CS
391228,16438,1950,2357,Longobardi,CS
392655,163639,21035,5431,Longobucco,CS
394438,16721,3518,3256,Lungro,CS
392649,161716,7720,11024,Luzzi,CS
394310,155057,1780,1359,Maiera',CS
39919,161450,1687,936,Malito,CS
393557,16310,3784,2202,Malvito,CS
39289,16509,3677,3344,Mandatoriccio,CS
391217,16200,1208,1705,Mangone,CS
391852,161028,508,2210,Marano Marchesato,CS
39181,161028,639,1656,Marano Principato,CS
391019,161827,1563,966,Marzi,CS
391536,161141,3531,6418,Mendicino,CS
393135,16643,3468,1901,Mongrassano,CS
392422,16936,7843,15093,Montalto Uffugo,CS
40238,163210,3560,2582,Montegiordano,CS
395043,16811,11234,4995,Morano Calabro,CS
395322,155912,7590,4181,Mormanno,CS
393857,16347,3084,1665,Mottafollone,CS
4060,162859,3377,674,Nocara,CS
40318,162651,8350,3212,Oriolo,CS
39486,155437,8989,1780,Orsomarso,CS
393152,164059,4195,2005,Paludi,CS
39340,162731,1465,400,Panettieri,CS
392140,16237,4251,17093,Paola,CS
395224,155423,5465,1185,Papasidero,CS
39952,162436,3762,2244,Parenti,CS
391336,161546,2380,1456,Paterno Calabro,CS
391631,162032,5147,2240,Pedace,CS
39643,161818,1655,1054,Pedivigliano,CS
39149,161928,228,1205,Piane Crati,CS
391542,162020,919,1460,Pietrafitta,CS
392917,164859,5218,1488,Pietrapaola,CS
39548,162558,5038,1116,Plataci,CS
395350,15470,2291,6134,Praia a Mare,CS
39200,161056,5479,30946,Rende,CS
40637,163447,5376,3333,Rocca Imperiale,CS
39371,16926,4459,8244,Roggiano Gravina,CS
391036,161910,4136,5819,Rogliano,CS
39241,161711,4709,4105,Rose,CS
395916,16368,3063,1873,Roseto Capo Spulico,CS
393432,16389,14943,33694,Rossano,CS
39287,16645,1287,1476,Rota Greca,CS
391837,161923,1043,2435,Rovito,CS
394839,16950,1848,1473,San Basile,CS
392536,16721,1940,1807,San Benedetto Ullano,CS
39359,162518,1409,780,San Cosmo Albanese,CS
39348,162149,5779,4413,San Demetrio Corone,CS
394247,16255,8161,2220,San Donato di Ninea,CS
392024,16845,2079,2463,San Fili,CS
393622,155450,2750,1526,Sangineto,CS
393458,162718,2263,1785,San Giorgio Albanese,CS
391524,164158,27945,18033,San Giovanni in Fiore,CS
395322,161945,3903,896,San Lorenzo Bellizzi,CS
39402,161745,2292,3612,San Lorenzo del Vallo,CS
391830,16259,2720,5925,San Lucido,CS
393331,1676,7828,8244,San Marco Argentano,CS
392929,16627,2374,1317,San Martino di Finita,CS
395056,154746,1146,1325,San Nicola Arcella,CS
39817,16643,1099,731,San Pietro in Amantea,CS
392031,161841,4808,3790,San Pietro in Guarano,CS
393940,16143,4354,2463,San Sosti,CS
393512,16416,1720,1607,Santa Caterina Albanese,CS
394915,155125,3588,1378,Santa Domenica Talao,CS
393714,15593,4720,2513,Sant'Agata di Esaro,CS
394456,155018,1870,4674,Santa Maria del Cedro,CS
393252,161945,3967,3095,Santa Sofia d'Epiro,CS
391144,161931,1935,1294,Santo Stefano di Rogliano,CS
39222,16910,1629,2021,San Vincenzo la Costa,CS
394637,16925,11151,4522,Saracena,CS
392645,165324,6698,2034,Scala Coeli,CS
39493,154728,2202,8828,Scalea,CS
39743,161826,1728,1876,Scigliano,CS
39531,16743,383,1076,Serra d'Aiello,CS
391647,162046,5915,976,Serra Pedace,CS
394021,161846,3333,7621,Spezzano Albanese,CS
39181,162027,7959,5110,Spezzano della Sila,CS
391723,162037,4870,1904,Spezzano Piccolo,CS
39379,161624,4935,3027,Tarsia,CS
393930,162022,4306,5304,Terranova da Sibari,CS
39283,165650,2027,1506,Terravecchia,CS
393024,16846,3006,4757,Torano Castello,CS
395631,154822,5788,5368,Tortora,CS
39523,163152,2665,8738,Trebisacce,CS
39178,161916,465,2466,Trenta,CS
393516,16263,846,1425,Vaccarizzo Albanese,CS
394522,155447,3260,4224,Verbicaro,CS
395042,162727,3874,4487,Villapiana,CS
391841,161722,805,1611,Zumpano,CS
39135,163552,2886,1192,Albi,CZ
384738,162654,970,2533,Amaroni,CZ
385642,162741,2090,1039,Amato,CZ
39052,164612,1792,1173,Andali,CZ
384049,162612,712,613,Argusto,CZ
383410,163131,3410,3552,Badolato,CZ
3918,16478,5278,1648,Belcastro,CZ
384939,163041,4200,6568,Borgia,CZ
38569,165131,1524,5010,Botricello,CZ
385257,162917,2470,2189,Caraffa di Catanzaro,CZ
383839,162319,3119,3382,Cardinale,CZ
39324,162727,1632,1907,Carlopoli,CZ
385422,163535,11134,96614,Catanzaro,CZ
384317,16254,1116,771,Cenadi,CZ
384351,162547,787,692,Centrache,CZ
39119,164436,2101,1408,Cerva,CZ
38410,16251,2333,7711,Chiaravalle Centrale,CZ
39121,162917,908,1078,Cicala,CZ
39422,16179,3100,1877,Conflenti,CZ
385028,162453,2929,2898,Cortale,CZ
38588,16472,4383,3659,Cropani,CZ
384936,161843,5147,6824,Curinga,CZ
38390,16299,2573,4954,Davoli,CZ
39247,162133,5035,3617,Decollatura,CZ
39012,161024,2385,3504,Falerna,CZ
385748,162316,2201,2280,Feroleto Antico,CZ
385948,163449,1231,607,Fossato Serralta,CZ
384042,162747,699,651,Gagliato,CZ
384429,163030,686,3059,Gasperina,CZ
385828,163140,3244,3989,Gimigliano,CZ
384925,162533,4308,7260,Girifalco,CZ
385855,161224,3593,3560,Gizzeria,CZ
383020,163019,6040,5613,Guardavalle,CZ
38365,16319,2297,1708,Isca sullo Ionio,CZ
385052,162252,2164,924,Jacurso,CZ
39050,163741,3170,1358,Magisano,CZ
385129,162154,5824,4474,Maida,CZ
39143,165013,1527,727,Marcedusa,CZ
385544,162940,2063,1986,Marcellinara,CZ
3952,161455,1457,1196,Martirano,CZ
39435,16142,1983,1641,Martirano Lombardo,CZ
38574,162820,1390,1096,Miglierina,CZ
384457,163042,1154,1446,Montauro,CZ
384330,162951,1695,4222,Montepaone,CZ
39527,161715,2569,968,Motta Santa Lucia,CZ
39218,16944,4623,5005,Nocera Tirinese,CZ
384330,162530,707,829,Olivadi,CZ
384514,162717,1827,1452,Palermiti,CZ
385914,16352,1229,2244,Pentone,CZ
38429,162824,2148,1386,Petrizzi,CZ
39244,164534,4550,3310,Petrona',CZ
385719,162321,2435,2213,Pianopoli,CZ
39027,161913,2464,3016,Platania,CZ
385019,163114,1816,643,San Floro,CZ
39337,161133,699,2120,San Mango d'Aquino,CZ
385048,162046,1635,4315,San Pietro a Maida,CZ
39018,162810,1151,1959,San Pietro Apostolo,CZ
383814,162913,3192,1302,San Sostene,CZ
38328,163119,4124,2280,Santa Caterina dello Ionio,CZ
383720,163150,2044,2836,Sant'Andrea Apostolo dello Ionio,CZ
384245,162429,1737,2570,San Vito sullo Ionio,CZ
384013,162856,2202,3044,Satriano,CZ
385858,163741,1270,682,Sellia,CZ
385430,164432,4086,5466,Sellia Marina,CZ
39053,16254,4120,3838,Serrastretta,CZ
39050,164333,5301,5226,Sersale,CZ
385451,163055,1429,2299,Settingiano,CZ
385723,163817,4675,3354,Simeri Crichi,CZ
39113,16349,5869,1073,Sorbo San Basile,CZ
384125,163252,765,10454,Soverato,CZ
3958,162218,2037,3613,Soveria Mannelli,CZ
385656,164046,2209,1729,Soveria Simeri,CZ
384657,16317,3377,3144,Squillace,CZ
38461,163230,1194,2429,Staletti,CZ
39123,163450,13246,2696,Taverna,CZ
385659,163032,2898,4186,Tiriolo,CZ
38399,162222,2481,2030,Torre di Ruggiero,CZ
384639,162726,1383,2493,Vallefiorita,CZ
3902,163943,4879,2037,Zagarise,CZ
385827,16192,16024,70114,Lamezia Terme,CZ
38310,1687,5102,3223,Africo,RC
381816,161326,835,752,Agnana Calabra,RC
382613,16450,1009,3020,Anoia,RC
381625,16856,2246,1532,Antonimina,RC
381137,16101,3269,5037,Ardore,RC
38137,154919,3081,1437,Bagaladi,RC
381717,154824,2468,11048,Bagnara Calabra,RC
381117,16827,1857,2462,Benestare,RC
38526,1697,3167,3873,Bianco,RC
38291,162717,2530,1776,Bivongi,RC
375946,155559,4674,602,Bova,RC
3890,161038,1795,8307,Bovalino,RC
375557,155532,2952,4371,Bova Marina,RC
37585,16611,3591,4014,Brancaleone,RC
38050,1652,2088,1842,Bruzzano Zeffirio,RC
38118,154329,1049,1446,Calanna,RC
38260,162857,1715,859,Camini,RC
381256,153932,746,3801,Campo Calabro,RC
383025,16516,2662,497,Candidoni,RC
38190,16122,2822,1104,Canolo,RC
38526,16517,1229,808,Caraffa del Bianco,RC
38510,154559,3630,2825,Cardeto,RC
381038,16649,3821,2536,Careri,RC
38620,16531,2448,836,Casignana,RC
38232,162428,10073,8259,Caulonia,RC
381451,16829,4877,838,Cimina',RC
382511,16543,2983,6450,Cinquefrondi,RC
382119,16453,6182,10540,Cittanova,RC
38024,155133,5853,5461,Condofuri,RC
381633,155542,3383,1154,Cosoleto,RC
381424,15559,2104,3718,Delianuova,RC
382759,16353,762,2018,Feroleto della Chiesa,RC
38225,16516,1909,916,Ferruzzano,RC
381244,154133,692,1402,Fiumara,RC
382750,16635,5051,3032,Galatro,RC
381624,161313,2857,3065,Gerace,RC
382625,1693,1447,2420,Giffone,RC
382555,155356,3899,18484,Gioia Tauro,RC
382022,161813,3599,7071,Gioiosa Ionica,RC
382156,161553,3790,4096,Grotteria,RC
381028,154432,826,617,Laganadi,RC
382932,16458,3542,6442,Laureana di Borrello,RC
381414,161548,2562,12650,Locri,RC
382152,161432,8056,4039,Mammola,RC
381811,161953,1593,6307,Marina di Gioiosa Ionica,RC
382633,16551,1030,1836,Maropati,RC
382124,161719,826,737,Martone,RC
38189,155254,1715,1214,Melicucca',RC
38267,16338,637,5063,Melicucco,RC
375517,154711,3533,10727,Melito di Porto Salvo,RC
381836,16159,3732,3078,Molochio,RC
382718,16339,1565,3520,Monasterace,RC
37590,154538,5567,7521,Montebello Ionico,RC
38014,154142,4673,6592,Motta San Giovanni,RC
381725,15598,5855,6252,Oppido Mamertina,RC
375758,155921,5226,3085,Palizzi,RC
382136,155055,3184,19116,Palmi,RC
382837,162713,1549,954,Pazzano,RC
38253,162658,2926,1824,Placanica,RC
381321,16244,5001,3840,Plati',RC
382429,16431,1170,11960,Polistena,RC
381351,16129,598,1356,Portigliola,RC
38712,153914,23602,177580,Reggio di Calabria,RC
382511,162851,1605,1694,Riace,RC
382451,155737,3972,7479,Rizziconi,RC
38244,15549,5403,1213,Roccaforte del Greco,RC
381927,162420,3748,7121,Roccella Ionica,RC
375546,154556,3649,1530,Roghudi,RC
382928,155827,3946,13191,Rosarno,RC
38431,16326,5011,1198,Samo,RC
382318,16628,3505,3764,San Giorgio Morgeto,RC
38227,161646,1331,748,San Giovanni di Gerace,RC
38044,15504,6417,3934,San Lorenzo,RC
3894,16338,10410,4413,San Luca,RC
383130,16815,4780,1980,San Pietro di Carida',RC
381659,155327,1072,708,San Procopio,RC
381243,154414,3431,2668,San Roberto,RC
381520,155816,2306,1168,Santa Cristina d'Aspromonte,RC
38540,1650,1887,724,Sant'Agata del Bianco,RC
381029,154537,416,552,Sant'Alessio in Aspromonte,RC
381551,155121,3292,4184,Sant'Eufemia d'Aspromonte,RC
38139,161149,1376,1565,Sant'Ilario dello Ionio,RC
38109,154728,1770,1472,Santo Stefano in Aspromonte,RC
381447,15562,1767,1152,Scido,RC
381515,154259,4368,5555,Scilla,RC
382012,155220,3355,3965,Seminara,RC
383044,1664,2174,1183,Serrata,RC
381614,161749,3149,16274,Siderno,RC
381548,155245,2578,2535,Sinopoli,RC
3801,1621,1595,516,Staiti,RC
38255,162820,1734,1645,Stignano,RC
382851,162810,7849,3139,Stilo,RC
382122,16055,4785,16056,Taurianova,RC
381921,16028,899,545,Terranova Sappo Minulio,RC
38190,15597,2904,2460,Varapodio,RC
381316,153811,1222,12785,Villa San Giovanni,RC
38290,155458,1398,4335,San Ferdinando,RC
391233,165321,3019,2935,Belvedere di Spinello,KR
391344,164659,5727,1851,Caccuri,KR
391827,165833,2034,1327,Carfizzi,KR
391459,165732,6889,3733,Casabona,KR
391614,16466,3951,1400,Castelsilano,KR
391447,16479,2428,1328,Cerenzia,KR
392252,17353,7015,5264,Ciro',KR
392218,1785,4160,14113,Ciro' Marina,KR
39934,164658,7813,5331,Cotronei,KR
39458,17755,17983,59001,Crotone,KR
392528,17016,4981,3936,Crucoli,KR
3924,165857,13187,11431,Cutro,KR
385738,17542,12527,12315,Isola di Capo Rizzuto,KR
391816,17118,5094,4683,Melissa,KR
3950,164722,9356,7510,Mesoraca,KR
391825,165438,4196,1859,Pallagorio,KR
39646,164725,9643,10473,Petilia Policastro,KR
39811,165218,6552,3874,Roccabernarda,KR
391128,165954,4363,5499,Rocca di Neto,KR
39615,165535,4202,2648,San Mauro Marchesato,KR
391730,165819,783,1426,San Nicola dell'Alto,KR
39859,16551,5188,2578,Santa Severina,KR
391848,164640,4850,1920,Savelli,KR
39718,165740,5365,3558,Scandale,KR
391559,17248,8529,6424,Strongoli,KR
392117,165510,7286,1302,Umbriatico,KR
391849,165145,4537,2690,Verzino,KR
383326,161126,2532,3293,Acquaro,VV
383352,161239,3235,2069,Arena,VV
384337,1625,2775,4333,Briatico,VV
383614,162033,2450,833,Brognaturo,VV
384138,161722,2094,1309,Capistrano,VV
383952,16136,1786,4079,Cessaniti,VV
38340,161146,619,1496,Dasa',VV
383148,16855,4406,3245,Dinami,VV
383956,155442,2152,2444,Drapia,VV
382859,16189,3878,3026,Fabrizia,VV
38479,161731,3048,8099,Filadelfia,VV
38370,1621,1854,1703,Filandari,VV
38410,161337,2369,1366,Filogaso,VV
384643,161616,2825,3018,Francavilla Angitola,VV
383659,1662,2273,1852,Francica,VV
383518,161314,4493,3127,Gerocarne,VV
383740,16322,872,1861,Ionadi,VV
383513,155341,1531,2462,Joppolo,VV
383327,15580,2890,3627,Limbadi,VV
384232,161131,3988,3111,Maierato,VV
383624,16351,3494,7492,Mileto,VV
383054,16198,2070,969,Mongiana,VV
384310,161720,1816,2227,Monterosso Calabro,VV
382829,162033,3278,1610,Nardodipace,VV
383319,155620,3277,6913,Nicotera,VV
384057,155522,800,1385,Parghelia,VV
384414,16947,2234,8512,Pizzo,VV
383722,16150,2323,1664,Pizzoni,VV
38457,161844,3178,1512,Polia,VV
383738,15525,2230,4169,Ricadi,VV
383559,16010,2281,4830,Rombiolo,VV
383430,16129,2512,4777,San Calogero,VV
383755,16425,703,2427,San Costantino Calabro,VV
383840,1663,1237,2438,San Gregorio d'Ippona,VV
383955,16176,1932,1887,San Nicola da Crissa,VV
384144,16840,1836,3955,Sant'Onofrio,VV
383449,161959,3958,6759,Serra San Bruno,VV
383645,162010,1925,1237,Simbario,VV
383532,16142,972,1654,Sorianello,VV
383555,161344,1517,3240,Soriano Calabro,VV
383618,162017,958,821,Spadola,VV
383746,155415,1869,1615,Spilinga,VV
384027,16717,2323,2395,Stefanaconi,VV
384044,155353,359,6869,Tropea,VV
383856,161733,1753,883,Vallelonga,VV
38383,161452,1985,1309,Vazzano,VV
384033,1668,4634,34836,Vibo Valentia,VV
383957,155551,661,946,Zaccanopoli,VV
38425,155925,1436,1768,Zambrone,VV
383920,155916,2326,2188,Zungri,VV
375854,125749,13076,42621,Alcamo,TP
38045,124233,7271,3210,Buseto Palizzolo,TP
375450,125153,15469,7636,Calatafimi,TP
37384,12453,6579,12570,Campobello di Mazara,TP
38129,125249,12716,13515,Castellammare del Golfo,TP
374045,124735,20695,30272,Castelvetrano,TP
38441,124041,6958,4571,Custonaci,TP
38218,123511,4724,29420,Erice,TP
375559,121948,3744,4335,Favignana,TP
374826,125211,4499,5027,Gibellina,TP
37480,12264,24136,80177,Marsala,TP
373914,123530,27521,47750,Mazara del Vallo,TP
375854,123330,5838,11348,Paceco,TP
36501,115646,8301,7484,Pantelleria,TP
374323,125333,8234,11741,Partanna,TP
374546,1321,3751,1822,Poggioreale,TP
374519,13041,4166,1889,Salaparuta,TP
37490,12488,18151,12321,Salemi,TP
374623,125255,6380,5294,Santa Ninfa,TP
381025,124411,5963,3567,San Vito Lo Capo,TP
3811,123043,27169,69497,Trapani,TP
38230,123711,5274,10613,Valderice,TP
375211,124858,888,2701,Vita,TP
374250,122928,4444,7329,Petrosino,TP
374646,134251,4567,4402,Alia,PA
374146,14650,5939,3057,Alimena,PA
375155,134656,1371,1405,Aliminusa,PA
38241,13336,2379,4789,Altavilla Milicia,PA
38241,131758,3527,8276,Altofonte,PA
38444,133029,2968,47085,Bagheria,PA
3836,13028,384,5651,Balestrate,PA
375534,133221,2434,2105,Baucina,PA
38257,132318,2920,9601,Belmonte Mezzagno,PA
374227,131534,6474,5484,Bisacquino,PA
375758,132729,2758,3112,Bolognetta,PA
374456,1463,4240,2055,Bompietro,PA
38254,13833,2595,5873,Borgetto,PA
375558,133957,18780,8636,Caccamo,PA
374921,135323,9722,4943,Caltavuturo,PA
374940,132916,3529,638,Campofelice di Fitalia,PA
375933,135313,1475,5328,Campofelice di Roccella,PA
374521,13168,2135,1564,Campofiorito,PA
375359,13548,3861,4371,Camporeale,PA
381020,131423,612,10610,Capaci,PA
38756,131054,7686,21076,Carini,PA
375547,14522,6051,10058,Castelbuono,PA
38319,133152,3398,8098,Casteldaccia,PA
374658,14234,7254,4164,Castellana Sicula,PA
374048,133615,19991,3604,Castronuovo di Sicilia,PA
375458,132750,902,1031,Cefala' Diana,PA
38213,14119,6580,13882,Cefalu',PA
375425,134859,4382,5431,Cerda,PA
374047,131620,5740,3677,Chiusa Sclafani,PA
375353,133352,5634,4251,Ciminna,PA
38922,13633,3316,8994,Cinisi,PA
375527,135620,10840,4589,Collesano,PA
374346,13119,13637,2052,Contessa Entellina,PA
374852,13188,22912,11261,Corleone,PA
38522,132813,356,8005,Ficarazzi,PA
374750,141225,12716,8176,Gangi,PA
375133,14919,11297,2282,Geraci Siculo,PA
38523,13921,1249,1681,Giardinello,PA
374019,131420,2419,2478,Giuliana,PA
375411,132543,3887,1142,Godrano,PA
37580,135822,3846,1226,Gratteri,PA
375636,14023,5018,2136,Isnello,PA
381153,131458,354,4697,Isola delle Femmine,PA
3802,135637,1039,3030,Lascari,PA
374456,133614,3727,7602,Lercara Friddi,PA
375711,132453,3332,6654,Marineo,PA
375158,132756,4943,3213,Mezzojuso,PA
3827,13271,6921,20072,Misilmeri,PA
38459,131728,52920,26256,Monreale,PA
38526,131027,989,5733,Montelepre,PA
375054,134542,3183,4312,Montemaggiore Belsito,PA
374058,132244,12925,2767,Palazzo Adriano,PA
3870,132143,15888,698556,Palermo,PA
38249,1377,11032,27182,Partinico,PA
374757,14630,5686,3903,Petralia Soprana,PA
374830,14531,17804,3770,Petralia Sottana,PA
375953,13172,6489,6129,Piana degli Albanesi,PA
374850,135956,13433,4748,Polizzi Generosa,PA
375939,14843,4990,3157,Pollina,PA
374323,132554,9503,6254,Prizzi,PA
375016,13917,3332,2132,Roccamena,PA
374822,133825,3141,3092,Roccapalumba,PA
375750,131038,2094,5048,San Cipirello,PA
375816,13111,2946,9460,San Giuseppe Jato,PA
375457,141131,11419,2565,San Mauro Castelverde,PA
375911,131940,3855,800,Santa Cristina Gela,PA
38457,133132,1446,8545,Santa Flavia,PA
375457,134552,3119,2730,Sciara,PA
374918,135120,13506,609,Sclafani Bagni,PA
375920,134156,7758,26571,Termini Imerese,PA
3897,1352,1944,10544,Terrasini,PA
38753,13140,2541,3147,Torretta,PA
375942,133924,2046,8067,Trabia,PA
38410,13227,418,3059,Trappeto,PA
384238,131137,809,1188,Ustica,PA
374453,134941,2580,4689,Valledolmo,PA
375527,133412,2669,2340,Ventimiglia di Sicilia,PA
374934,133426,8574,3400,Vicari,PA
38439,132639,383,14877,Villabate,PA
375430,132917,2561,3404,Villafrati,PA
375132,135421,3089,806,Scillato,PA
374513,14437,2056,1391,Blufi,PA
38121,14422,6236,3079,Alcara li Fusi,ME
38143,15251,1669,1050,Ali',ME
38032,152539,615,2425,Ali' Terme,ME
375838,151450,4340,1279,Antillo,ME
38847,15131,5889,40544,Barcellona Pozzo di Gotto,ME
38341,15344,1198,904,Basico',ME
38923,144937,786,5072,Brolo,ME
375056,142844,6990,3797,Capizzi,ME
38942,144437,1456,11948,Capo d'Orlando,ME
38518,144349,660,3459,Capri Leone,ME
38128,142632,22655,4116,Caronia,ME
375730,151923,3337,1447,Casalvecchio Siculo,ME
375318,141849,2837,1751,Castel di Lucio,ME
3854,144825,1142,3915,Castell'Umberto,ME
375135,151640,1640,1123,Castelmola,ME
3861,151245,5474,3126,Castroreale,ME
375044,144247,21575,3280,Cesaro',ME
381033,151941,519,519,Condro',ME
3878,15454,932,2856,Falcone,ME
38635,144944,1862,2020,Ficarra,ME
38137,152257,3599,1912,Fiumedinisi,ME
375916,145439,3109,923,Floresta,ME
375912,151030,4200,1643,Fondachelli-Fantina,ME
375456,15209,1118,948,Forza d'Agro',ME
375413,15815,8211,5096,Francavilla di Sicilia,ME
38418,144439,689,1203,Frazzano',ME
375740,152252,1786,3321,Furci Siculo,ME
38619,15729,1348,3457,Furnari,ME
375140,151318,734,2384,Gaggi,ME
3822,144622,3906,3419,Galati Mamertino,ME
37549,151741,690,474,Gallodoro,ME
375031,151639,544,8640,Giardini-Naxos,ME
381034,145351,2631,6867,Gioiosa Marea,ME
375320,151323,996,1621,Graniti,ME
38954,151911,1436,2357,Gualtieri Sicamino',ME
3839,152616,1068,1813,Itala,ME
383322,144938,856,682,Leni,ME
375258,151828,678,2283,Letojanni,ME
38552,145740,2335,2161,Librizzi,ME
375630,151627,981,1141,Limina,ME
38285,145723,8861,10382,Lipari,ME
38140,144512,4212,1784,Longi,ME
383450,145011,889,871,Malfa,ME
37557,15320,690,1190,Malvagna,ME
38022,151859,1165,843,Mandanici,ME
38522,1585,660,1918,Mazzarra' Sant'Andrea,ME
38103,151511,187,1984,Meri',ME
381136,153314,21123,231693,Messina,ME
381348,151439,2423,31541,Milazzo,ME
38251,144041,2967,1552,Militello Rosmarino,ME
38510,144514,943,1244,Mirto,ME
375549,142139,12676,6195,Mistretta,ME
37545,1535,839,889,Moio Alcantara,ME
38932,15235,3233,3226,Monforte San Giorgio,ME
375422,151631,2429,975,Mongiuffi Melia,ME
38756,145647,1623,1841,Montagnareale,ME
38126,15050,6743,3477,Montalbano Elicona,ME
375345,151019,2529,965,Motta Camastra,ME
37590,141815,1461,1158,Motta d'Affermo,ME
38727,144719,3660,4741,Naso,ME
375936,152447,1318,3539,Nizza di Sicilia,ME
38057,15752,4878,2197,Novara di Sicilia,ME
38726,15339,1029,2083,Oliveri,ME
381052,151832,1210,5471,Pace del Mela,ME
375913,152138,1457,1428,Pagliara,ME
38822,145756,5018,12959,Patti,ME
